,is_evergreen,en_Answer,English,French,German,Hebrew,Arabic,Chinese,Russian
1544,1,"Gypsum is a mineral from the class of sulfates, in composition a dihydrate of calcium sulfate with the chemical formula CaSO4 · 2H2O. The composition of gypsum includes the following elements: calcium oxide (CaO) 32.6%, sulfur trioxide (SO3) 46.5%, water (H2O) 20.9%.",What substance forms the basis of gypsum?,Quelle substance constitue la base du gypse ?,Welche Substanz bildet die Grundlage von Gips?,איזו חומרה מהווה את הבסיס לגבס?,ما هي المادة التي تشكل أساس الجبس؟,什么物质构成了石膏的基础？,Какое вещество составляет основу гипса?
1545,1,The portrait of Colonel of the Life Guards Hussar Regiment Yevgraf Davydov was painted by Orest Kiprensky.,"Who painted the portrait of Colonel of the Life Guards Hussar Regiment Evgraf Davydov, which for a long time was considered to be a depiction of Denis Davydov?","Qui a peint le portrait du colonel du régiment des hussards de la garde à cheval, Evgraf Davydov, qui a longtemps été considéré comme une représentation de Denis Davydov ?","Wer malte das Porträt des Obersts des Husarenregiments der Leibgarde, Evgraf Davydov, das lange Zeit als Darstellung von Denis Davydov galt?","מי צייר את דיוקנו של קולונל רגימנט ההוסרים של משמר החיים, יבגרף דוידוב, אשר במשך זמן רב נחשב לתיאור של דניס דוידוב?",من رسم بورتريه العقيد في فوج حرس الحياة للهوسار، يفغراف دافيدوف، والذي اعتُبر لفترة طويلة تصويرًا لدينيس دافيدوف؟,是谁绘制了近卫军骠骑兵团上校叶夫格拉夫·达维多夫的肖像，这幅肖像曾长期被认为是丹尼斯·达维多夫的画像？,"Кто написал портрет полковника лейб-гвардии Гусарского полка Евграфа Давыдова, долгое время считавшийся изображением Дениса Давыдова?"
1546,1,"Mount Rushmore is a mountain with sculpted portraits of four U.S. presidents: George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln - located in the Black Hills mountain range in the state of South Dakota, USA.",In which US state are the giant carved sculptural portraits of American presidents located?,Dans quel État des États-Unis se trouvent les gigantesques portraits sculptés des présidents américains ?,"In welchem US-Bundesstaat befinden sich die riesigen, in Stein gemeißelten Bildnisse amerikanischer Präsidenten?","באיזו מדינה בארצות הברית נמצאים הדיוקנאות הענקיים החצובים של נשיאי ארה""ב?",في أي ولاية أمريكية تقع المنحوتات الضخمة المنقوشة لوجوه رؤساء الولايات المتحدة؟,美国总统巨型雕刻肖像位于哪个州？,В каком штате США находятся гигантские вырезанные скульптурные портреты американских президентов?
1547,1,The Alhambra is an architectural and park complex located in the eastern part of the city of Granada in southern Spain.,In which city is the Alhambra located?,Dans quelle ville se trouve l'Alhambra ?,In welcher Stadt befindet sich die Alhambra?,באיזו עיר נמצאת האלהמברה?,في أي مدينة تقع الحمراء؟,阿尔罕布拉宫位于哪座城市？,В каком городе расположен Альгамбра?
1548,1,"Yulia Nachalova's first husband was the soloist of the group ""Prime Minister"" Dmitry Lanskoy. The second husband was footballer Evgeny Aldonin. The third was hockey player Alexander Frolov. Her lover was also Vyacheslav Kudrya.",Who is Yulia Nachalova's husband?,Qui est le mari de Yulia Nachalova ?,Wer ist Yulia Nachalovas Ehemann?,מיהו בעלה של יוליה נאצ'לובה?,من هو زوج يوليا ناتشالوفا؟,尤利娅·纳查洛娃的丈夫是谁？,Кто муж Юлии Началовой?
1549,1,"""La Traviata"" is an opera by Giuseppe Verdi in 3 acts, 4 scenes, to a libretto by Francesco Maria Piave, based on the novel by Alexandre Dumas fils, ""The Lady of the Camellias"".",What work forms the basis of the libretto of Giuseppe Verdi's opera 'La Traviata'?,Quelle œuvre constitue la base du livret de l'opéra 'La Traviata' de Giuseppe Verdi ?,Welches Werk bildet die Grundlage für das Libretto von Giuseppe Verdis Oper 'La Traviata'?,איזה יצירה מהווה את הבסיס לליברית של האופרה 'לה טרוויאטה' מאת ג'וזפה ורדי?,ما هو العمل الذي يشكل أساس نص أوبرا 'لا ترافياتا' لجوزيبي فيردي؟,朱塞佩·威尔第的歌剧《茶花女》的剧本是以哪部作品为基础的？,"Какое произведение лежит в основе либретто оперы Дж. Верди ""Травиата""?"
1550,1,"The professional management of the construction of the Peter and Paul Fortress was carried out by the Swiss architect and engineer Domenico Trezzini, specially invited by Peter I. The Peter and Paul Fortress is a monument of Russian architecture, on which different architects worked: for example, the Botny House was built by the architect A. F. Wist, and the Commandant's House was built by the engineer H. de Marini.",Who is the architect of the Peter and Paul Fortress?,Qui est l'architecte de la forteresse Pierre-et-Paul ?,Wer ist der Architekt der Peter-und-Paul-Festung?,מיהו האדריכל של מצודת פטר ופול?,من هو مهندس قلعة بطرس وبولس؟,彼得保罗要塞的建筑师是谁？,Кто архитектор Петропавловской крепости?
1551,0,"Igor Vladimirovich Akinfeev is a Russian footballer, goalkeeper.",What is the playing position of the footballer Igor Akinfeev?,Quel est le poste de jeu du footballeur Igor Akinfeev ?,Welche Spielposition hat der Fußballspieler Igor Akinfeev?,מהי עמדת המשחק של הכדורגלן איגור אקינפייב?,ما هو مركز اللعب للاعب كرة القدم إيغور أكينفييف؟,足球运动员伊戈尔·阿金费耶夫的场上位置是什么？,Какое игровое амплуа у футболиста Игоря Акинфеева?
1552,1,"The husbands of Helen of Troy were Theseus, Deiphobus, and Menelaus. Her lover was also Paris.",Who became the husband of Helen of Troy?,Qui est devenu le mari d'Hélène de Troie ?,Wer wurde der Ehemann von Helena von Troja?,מי הפך לבעלה של הלנה מטרויה?,من أصبح زوج هيلين طروادة؟,谁成为了特洛伊海伦的丈夫？,Кто стал мужем Елены Троянской?
1553,1,Iosif Kobzon is buried at the Vostrikovo Cemetery.,In which cemetery is Kobzon buried?,Dans quel cimetière Kobzon est-il enterré ?,Auf welchem Friedhof ist Kobzon begraben?,באיזה בית קברות קובזון קבור?,في أي مقبرة دُفن كوبزون؟,科布宗被埋葬在哪个墓地？,На каком кладбище похоронен Кобзон?
1554,1,"Bordeaux mixture is a solution of copper(II) sulfate (CuSO4 · 5H2O) and slaked lime (Ca(OH)2). The solution is a blue-green color. One of the first fungicides to be discovered, it is effective against a wide range of fungal diseases of plants, and continues to be used in agriculture.",What is Bordeaux mixture?,Qu'est-ce que la bouillie bordelaise ?,Was ist Bordeaux-Mischung?,מהי תערובת בורדו?,ما هي خليط بوردو؟,什么是波尔多液？,Чем является бордоская жидкость?
1555,1,"""Mindswap"" is an adventure, ironic-absurdist science fiction novella (novel) by Robert Sheckley.",Which writer is the author of the science fiction novel 'Mind Swap'?,Quel écrivain est l'auteur du roman de science-fiction 'Mind Swap' ?,Welcher Schriftsteller ist der Autor des Science-Fiction-Romans 'Mind Swap'?,איזה סופר הוא מחבר הרומן המדע בדיוני 'Mind Swap'?,من هو الكاتب الذي ألّف رواية الخيال العلمي 'Mind Swap'؟,哪位作家是科幻小说《Mind Swap》的作者？,"Какой писатель является автором фантастической повести ""Обмен разумов""?"
1556,1,"James Bond, after whom the hero of Ian Lancaster Fleming's series of books was named, was an ornithologist.","What was the profession of James Bond, whose name was given to the hero of the series of books by Ian Lancaster Fleming?","Quelle était la profession de James Bond, dont le nom a été donné au héros de la série de livres écrite par Ian Lancaster Fleming ?","Was war der Beruf von James Bond, dessen Name dem Helden der Buchreihe von Ian Lancaster Fleming gegeben wurde?","מה הייתה מקצועו של ג'יימס בונד, ששמו ניתן לגיבור סדרת הספרים מאת איאן לנקסטר פלמינג?",ما كانت مهنة جيمس بوند، الذي أُعطي اسمه لبطل سلسلة الكتب التي كتبها إيان لانكستر فليمنغ؟,詹姆斯·邦德的职业是什么，他的名字被用作伊恩·兰开斯特·弗莱明系列小说的主角？,"Кем по профессии был Джеймс Бонд, чьим именем был назван герой серии книг Яна Ланкастера Флеминга?"
1557,1,Cacao beans were used by the Aztecs as a form of currency.,What did the Aztecs use as small change or currency?,Qu'est-ce que les Aztèques utilisaient comme petite monnaie ou devise ?,Was benutzten die Azteken als Kleingeld oder Währung?,במה השתמשו האצטקים כמטבע קטן או כמטבע עובר לסוחר?,بماذا استخدم الأزتيك كعملة صغيرة أو كعملة للتداول؟,阿兹特克人用什么作为零钱或货币？,Что ацтеки использовали в качестве разменной монеты?
